ticket_id,customer_id,ticket_month,reason,resolved_flag
TKT001672,CUST000801,2025-05-01,Late payment inquiry,1
TKT001673,CUST000801,2025-09-01,General inquiry,1
TKT001674,CUST000801,2025-09-01,Fraud concern,1
TKT001675,CUST000804,2025-01-01,Billing dispute,0
TKT001676,CUST000804,2025-01-01,Billing dispute,0
TKT001677,CUST000804,2025-02-01,Fee complaint,0
TKT001678,CUST000804,2025-04-01,General inquiry,0
TKT001679,CUST000804,2025-05-01,General inquiry,1
TKT001680,CUST000804,2025-06-01,Rewards points issue,0
TKT001681,CUST000804,2025-09-01,Rewards points issue,1
TKT001682,CUST000804,2025-09-01,Requesting credit limit increase,1
TKT001683,CUST000807,2025-08-01,Fee complaint,0
TKT001684,CUST000807,2025-10-01,Late payment inquiry,1
TKT001685,CUST000812,2025-01-01,Card not working,1
TKT001686,CUST000812,2025-02-01,Billing dispute,1
TKT001687,CUST000822,2025-04-01,Billing dispute,1
TKT001688,CUST000822,2025-04-01,Fee complaint,1
TKT001689,CUST000822,2025-04-01,Card not working,1
TKT001690,CUST000826,2025-02-01,App/website login issue,1
TKT001691,CUST000826,2025-03-01,Requesting credit limit increase,1
TKT001692,CUST000826,2025-05-01,Rewards points issue,1
TKT001693,CUST000826,2025-05-01,App/website login issue,1
TKT001694,CUST000826,2025-05-01,Late payment inquiry,1
TKT001695,CUST000826,2025-06-01,Fee complaint,0
TKT001696,CUST000826,2025-07-01,General inquiry,1
TKT001697,CUST000826,2025-07-01,Late payment inquiry,1
TKT001698,CUST000826,2025-07-01,Rewards points issue,0
TKT001699,CUST000826,2025-08-01,Fee complaint,0
TKT001700,CUST000826,2025-09-01,Billing dispute,1
TKT001701,CUST000826,2025-09-01,Billing dispute,1
TKT001702,CUST000826,2025-09-01,Billing dispute,1
TKT001703,CUST000826,2025-10-01,Card not working,1
TKT001704,CUST000826,2025-12-01,App/website login issue,1
TKT001705,CUST000826,2025-12-01,General inquiry,1
TKT001706,CUST000830,2025-03-01,Rewards points issue,1
TKT001707,CUST000830,2025-04-01,Rewards points issue,0
TKT001708,CUST000830,2025-04-01,Requesting card cancellation,0
TKT001709,CUST000830,2025-05-01,Requesting card cancellation,1
TKT001710,CUST000830,2025-05-01,Billing dispute,1
TKT001711,CUST000839,2025-01-01,Card not working,1
TKT001712,CUST000839,2025-02-01,General inquiry,1
TKT001713,CUST000839,2025-03-01,Billing dispute,1
TKT001714,CUST000839,2025-05-01,Billing dispute,1
TKT001715,CUST000839,2025-06-01,Late payment inquiry,1
TKT001716,CUST000839,2025-06-01,Rewards points issue,1
TKT001717,CUST000839,2025-08-01,Late payment inquiry,1
TKT001718,CUST000839,2025-08-01,Requesting credit limit increase,1
TKT001719,CUST000839,2025-09-01,Card not working,1
TKT001720,CUST000839,2025-10-01,Late payment inquiry,1
TKT001721,CUST000839,2025-10-01,Fee complaint,1
TKT001722,CUST000839,2025-11-01,Rewards points issue,1
TKT001723,CUST000839,2025-12-01,Requesting card cancellation,1
TKT001724,CUST000845,2025-04-01,Late payment inquiry,1
TKT001725,CUST000845,2025-04-01,App/website login issue,1
TKT001726,CUST000847,2025-09-01,Late payment inquiry,1
TKT001727,CUST000847,2025-09-01,Fee complaint,1
TKT001728,CUST000847,2025-09-01,Billing dispute,1
TKT001729,CUST000847,2025-10-01,Fee complaint,1
TKT001730,CUST000851,2025-01-01,General inquiry,1
TKT001731,CUST000851,2025-02-01,Requesting card cancellation,1
TKT001732,CUST000851,2025-03-01,Billing dispute,1
TKT001733,CUST000851,2025-04-01,Rewards points issue,1
TKT001734,CUST000851,2025-05-01,Fee complaint,1
TKT001735,CUST000851,2025-08-01,Fee complaint,1
TKT001736,CUST000851,2025-09-01,Fee complaint,1
TKT001737,CUST000851,2025-10-01,Card not working,1
TKT001738,CUST000851,2025-11-01,Billing dispute,1
TKT001739,CUST000858,2025-01-01,General inquiry,1
TKT001740,CUST000858,2025-04-01,Card not working,1
TKT001741,CUST000858,2025-04-01,Card not working,1
TKT001742,CUST000858,2025-04-01,General inquiry,1
TKT001743,CUST000858,2025-05-01,Fee complaint,1
TKT001744,CUST000858,2025-05-01,Billing dispute,1
TKT001745,CUST000858,2025-05-01,Fee complaint,1
TKT001746,CUST000858,2025-06-01,Fraud concern,1
TKT001747,CUST000858,2025-06-01,Fee complaint,1
TKT001748,CUST000858,2025-07-01,General inquiry,0
TKT001749,CUST000858,2025-08-01,Card not working,1
TKT001750,CUST000858,2025-08-01,App/website login issue,0
TKT001751,CUST000858,2025-08-01,Late payment inquiry,1
TKT001752,CUST000858,2025-10-01,App/website login issue,0
TKT001753,CUST000858,2025-10-01,Card not working,1
TKT001754,CUST000858,2025-10-01,Fraud concern,1
TKT001755,CUST000858,2025-10-01,Requesting credit limit increase,1
TKT001756,CUST000858,2025-11-01,Billing dispute,1
TKT001757,CUST000858,2025-11-01,Fraud concern,1
TKT001758,CUST000858,2025-11-01,General inquiry,1
TKT001759,CUST000858,2025-11-01,Billing dispute,1
TKT001760,CUST000858,2025-12-01,Late payment inquiry,1
TKT001761,CUST000858,2025-12-01,Card not working,1
TKT001762,CUST000858,2025-12-01,Requesting card cancellation,1
TKT001763,CUST000862,2025-01-01,Requesting credit limit increase,1
TKT001764,CUST000862,2025-01-01,General inquiry,1
TKT001765,CUST000862,2025-01-01,Rewards points issue,1
TKT001766,CUST000862,2025-05-01,Requesting card cancellation,1
TKT001767,CUST000862,2025-07-01,Billing dispute,1
TKT001768,CUST000862,2025-08-01,Rewards points issue,1
TKT001769,CUST000862,2025-09-01,Late payment inquiry,1
TKT001770,CUST000862,2025-09-01,Rewards points issue,1
TKT001771,CUST000862,2025-11-01,Card not working,1
TKT001772,CUST000862,2025-12-01,Requesting card cancellation,1
TKT001773,CUST000862,2025-12-01,Fee complaint,1
TKT001774,CUST000863,2025-01-01,Fee complaint,1
TKT001775,CUST000863,2025-03-01,Card not working,1
TKT001776,CUST000863,2025-04-01,Billing dispute,0
TKT001777,CUST000863,2025-04-01,Requesting card cancellation,1
TKT001778,CUST000863,2025-06-01,Rewards points issue,0
TKT001779,CUST000863,2025-06-01,Requesting credit limit increase,1
TKT001780,CUST000863,2025-09-01,Card not working,1
TKT001781,CUST000863,2025-09-01,Fraud concern,1
TKT001782,CUST000863,2025-10-01,Card not working,0
TKT001783,CUST000863,2025-11-01,General inquiry,1
TKT001784,CUST000867,2025-07-01,Card not working,1
TKT001785,CUST000867,2025-07-01,Billing dispute,1
TKT001786,CUST000868,2025-01-01,Billing dispute,1
TKT001787,CUST000870,2025-07-01,Rewards points issue,0
TKT001788,CUST000871,2025-01-01,Rewards points issue,1
TKT001789,CUST000871,2025-02-01,Fraud concern,1
TKT001790,CUST000871,2025-04-01,General inquiry,1
TKT001791,CUST000871,2025-04-01,Card not working,1
TKT001792,CUST000871,2025-04-01,App/website login issue,0
TKT001793,CUST000871,2025-05-01,Late payment inquiry,1
TKT001794,CUST000871,2025-08-01,Rewards points issue,1
TKT001795,CUST000871,2025-10-01,Fraud concern,1
TKT001796,CUST000871,2025-12-01,Requesting card cancellation,1
TKT001797,CUST000872,2025-02-01,Card not working,1
TKT001798,CUST000872,2025-03-01,Rewards points issue,1
TKT001799,CUST000872,2025-04-01,Fee complaint,1
TKT001800,CUST000873,2025-04-01,Requesting credit limit increase,1
TKT001801,CUST000873,2025-04-01,App/website login issue,1
TKT001802,CUST000873,2025-05-01,App/website login issue,1
TKT001803,CUST000873,2025-06-01,Fee complaint,1
TKT001804,CUST000879,2025-02-01,Billing dispute,1
TKT001805,CUST000879,2025-02-01,Billing dispute,1
TKT001806,CUST000879,2025-02-01,Card not working,1
TKT001807,CUST000879,2025-03-01,Late payment inquiry,1
TKT001808,CUST000879,2025-04-01,Requesting card cancellation,0
TKT001809,CUST000886,2025-03-01,Fee complaint,1
TKT001810,CUST000886,2025-04-01,Fee complaint,1
TKT001811,CUST000886,2025-05-01,Fee complaint,1
TKT001812,CUST000886,2025-05-01,Billing dispute,1
TKT001813,CUST000887,2025-04-01,Fraud concern,1
TKT001814,CUST000887,2025-06-01,Fee complaint,1
TKT001815,CUST000887,2025-06-01,Fee complaint,1
TKT001816,CUST000887,2025-08-01,Fee complaint,1
TKT001817,CUST000887,2025-09-01,Requesting card cancellation,1
TKT001818,CUST000887,2025-09-01,Requesting card cancellation,1
TKT001819,CUST000887,2025-10-01,Card not working,0
TKT001820,CUST000887,2025-11-01,Billing dispute,1
TKT001821,CUST000887,2025-11-01,Requesting credit limit increase,1
TKT001822,CUST000891,2025-01-01,Rewards points issue,1
TKT001823,CUST000891,2025-02-01,Requesting credit limit increase,1
TKT001824,CUST000891,2025-03-01,Card not working,1
TKT001825,CUST000891,2025-03-01,General inquiry,1
TKT001826,CUST000891,2025-05-01,App/website login issue,1
TKT001827,CUST000891,2025-05-01,Requesting card cancellation,1
TKT001828,CUST000891,2025-09-01,Late payment inquiry,1
TKT001829,CUST000891,2025-10-01,Fraud concern,1
TKT001830,CUST000891,2025-11-01,Fee complaint,0
TKT001831,CUST000891,2025-12-01,Requesting credit limit increase,1
TKT001832,CUST000892,2025-04-01,General inquiry,1
TKT001833,CUST000892,2025-04-01,Rewards points issue,1
TKT001834,CUST000892,2025-04-01,Rewards points issue,0
TKT001835,CUST000892,2025-05-01,Billing dispute,1
TKT001836,CUST000895,2025-02-01,Card not working,1
TKT001837,CUST000895,2025-03-01,Late payment inquiry,1
TKT001838,CUST000895,2025-04-01,Fee complaint,1
TKT001839,CUST000895,2025-04-01,General inquiry,0
TKT001840,CUST000895,2025-06-01,App/website login issue,1
TKT001841,CUST000895,2025-08-01,Billing dispute,1
TKT001842,CUST000895,2025-09-01,Card not working,1
TKT001843,CUST000895,2025-09-01,Fee complaint,1
TKT001844,CUST000895,2025-12-01,Card not working,1
TKT001845,CUST000895,2025-12-01,App/website login issue,1
TKT001846,CUST000895,2025-12-01,General inquiry,1
TKT001847,CUST000895,2025-12-01,Rewards points issue,1
TKT001848,CUST000896,2025-01-01,App/website login issue,1
TKT001849,CUST000896,2025-03-01,Late payment inquiry,1
TKT001850,CUST000898,2025-02-01,Billing dispute,1
TKT001851,CUST000898,2025-02-01,App/website login issue,1
TKT001852,CUST000898,2025-03-01,Late payment inquiry,1
TKT001853,CUST000898,2025-04-01,Billing dispute,1
TKT001854,CUST000899,2025-04-01,Card not working,1
TKT001855,CUST000899,2025-04-01,General inquiry,1
TKT001856,CUST000899,2025-04-01,Rewards points issue,1
TKT001857,CUST000899,2025-05-01,Card not working,1
TKT001858,CUST000901,2025-02-01,Billing dispute,1
TKT001859,CUST000901,2025-02-01,Fee complaint,1
TKT001860,CUST000901,2025-02-01,Fee complaint,1
TKT001861,CUST000901,2025-06-01,Late payment inquiry,1
TKT001862,CUST000901,2025-06-01,App/website login issue,1
TKT001863,CUST000901,2025-06-01,Fee complaint,1
TKT001864,CUST000901,2025-06-01,Rewards points issue,0
TKT001865,CUST000901,2025-08-01,Card not working,1
TKT001866,CUST000901,2025-10-01,App/website login issue,0
TKT001867,CUST000901,2025-11-01,Requesting card cancellation,1
TKT001868,CUST000901,2025-12-01,Fraud concern,1
TKT001869,CUST000901,2025-12-01,Requesting card cancellation,1
TKT001870,CUST000901,2025-12-01,Fee complaint,1
TKT001871,CUST000906,2025-02-01,Fraud concern,1
TKT001872,CUST000907,2025-09-01,Fee complaint,1
TKT001873,CUST000907,2025-11-01,Fee complaint,0
TKT001874,CUST000907,2025-11-01,App/website login issue,1
TKT001875,CUST000907,2025-11-01,Rewards points issue,1
TKT001876,CUST000911,2025-08-01,Fee complaint,1
TKT001877,CUST000911,2025-09-01,Late payment inquiry,1
TKT001878,CUST000911,2025-10-01,Billing dispute,1
TKT001879,CUST000915,2025-02-01,Billing dispute,1
TKT001880,CUST000915,2025-02-01,Late payment inquiry,1
TKT001881,CUST000915,2025-02-01,App/website login issue,1
TKT001882,CUST000915,2025-02-01,Requesting credit limit increase,1
TKT001883,CUST000915,2025-04-01,General inquiry,1
TKT001884,CUST000917,2025-01-01,Billing dispute,1
TKT001885,CUST000917,2025-02-01,Requesting card cancellation,1
TKT001886,CUST000917,2025-02-01,Fee complaint,1
TKT001887,CUST000917,2025-03-01,Billing dispute,1
TKT001888,CUST000917,2025-06-01,Fee complaint,1
TKT001889,CUST000917,2025-06-01,App/website login issue,0
TKT001890,CUST000917,2025-07-01,Late payment inquiry,1
TKT001891,CUST000917,2025-08-01,Card not working,1
TKT001892,CUST000917,2025-09-01,Late payment inquiry,1
TKT001893,CUST000917,2025-10-01,Card not working,1
TKT001894,CUST000917,2025-11-01,App/website login issue,1
TKT001895,CUST000917,2025-11-01,Billing dispute,1
TKT001896,CUST000917,2025-11-01,Fee complaint,1
TKT001897,CUST000928,2025-08-01,Fee complaint,1
TKT001898,CUST000928,2025-10-01,Rewards points issue,1
TKT001899,CUST000929,2025-08-01,Rewards points issue,1
TKT001900,CUST000929,2025-09-01,Billing dispute,0
TKT001901,CUST000929,2025-09-01,General inquiry,1
TKT001902,CUST000929,2025-09-01,Billing dispute,1
TKT001903,CUST000929,2025-09-01,Billing dispute,1
TKT001904,CUST000929,2025-11-01,Fee complaint,1
TKT001905,CUST000929,2025-11-01,App/website login issue,1
TKT001906,CUST000929,2025-11-01,General inquiry,1
TKT001907,CUST000932,2025-05-01,Late payment inquiry,1
TKT001908,CUST000932,2025-06-01,Fee complaint,1
TKT001909,CUST000932,2025-06-01,App/website login issue,1
TKT001910,CUST000938,2025-07-01,Fee complaint,1
TKT001911,CUST000938,2025-09-01,Billing dispute,1
TKT001912,CUST000941,2025-01-01,Billing dispute,1
TKT001913,CUST000941,2025-02-01,General inquiry,1
TKT001914,CUST000941,2025-02-01,Billing dispute,1
TKT001915,CUST000941,2025-04-01,Fee complaint,1
TKT001916,CUST000941,2025-05-01,Requesting card cancellation,0
TKT001917,CUST000941,2025-06-01,Late payment inquiry,1
TKT001918,CUST000941,2025-06-01,App/website login issue,1
TKT001919,CUST000941,2025-06-01,Fraud concern,1
TKT001920,CUST000941,2025-09-01,Fee complaint,1
TKT001921,CUST000941,2025-12-01,Late payment inquiry,1
TKT001922,CUST000945,2025-10-01,Fraud concern,1
TKT001923,CUST000950,2025-01-01,Billing dispute,1
TKT001924,CUST000951,2025-03-01,Requesting card cancellation,1
TKT001925,CUST000951,2025-03-01,Requesting card cancellation,1
TKT001926,CUST000951,2025-03-01,App/website login issue,1
TKT001927,CUST000951,2025-04-01,Requesting card cancellation,1
TKT001928,CUST000951,2025-04-01,General inquiry,1
TKT001929,CUST000951,2025-05-01,Billing dispute,1
TKT001930,CUST000951,2025-08-01,Rewards points issue,1
TKT001931,CUST000951,2025-11-01,Requesting card cancellation,1
TKT001932,CUST000951,2025-12-01,Fraud concern,1
TKT001933,CUST000951,2025-12-01,Rewards points issue,1
TKT001934,CUST000961,2025-08-01,Fee complaint,1
TKT001935,CUST000961,2025-09-01,Fee complaint,0
TKT001936,CUST000966,2025-10-01,Billing dispute,1
TKT001937,CUST000968,2025-01-01,App/website login issue,1
TKT001938,CUST000968,2025-01-01,General inquiry,1
TKT001939,CUST000968,2025-02-01,Requesting card cancellation,1
TKT001940,CUST000968,2025-02-01,Rewards points issue,1
TKT001941,CUST000968,2025-02-01,App/website login issue,1
TKT001942,CUST000968,2025-03-01,Requesting credit limit increase,1
TKT001943,CUST000968,2025-03-01,Late payment inquiry,1
TKT001944,CUST000968,2025-03-01,App/website login issue,1
TKT001945,CUST000968,2025-04-01,Requesting credit limit increase,1
TKT001946,CUST000968,2025-04-01,Billing dispute,1
TKT001947,CUST000968,2025-06-01,General inquiry,1
TKT001948,CUST000968,2025-07-01,Fee complaint,1
TKT001949,CUST000968,2025-08-01,General inquiry,1
TKT001950,CUST000968,2025-08-01,Late payment inquiry,0
TKT001951,CUST000968,2025-09-01,Fee complaint,1
TKT001952,CUST000968,2025-09-01,App/website login issue,1
TKT001953,CUST000968,2025-09-01,Billing dispute,1
TKT001954,CUST000968,2025-09-01,Fee complaint,1
TKT001955,CUST000968,2025-09-01,Card not working,0
TKT001956,CUST000968,2025-10-01,Requesting card cancellation,1
TKT001957,CUST000968,2025-12-01,Late payment inquiry,1
TKT001958,CUST000968,2025-12-01,Billing dispute,1
TKT001959,CUST000968,2025-12-01,Fee complaint,1
TKT001960,CUST000968,2025-12-01,Fraud concern,1
TKT001961,CUST000970,2025-02-01,Billing dispute,1
TKT001962,CUST000970,2025-03-01,App/website login issue,1
TKT001963,CUST000970,2025-03-01,Card not working,0
TKT001964,CUST000970,2025-04-01,Requesting credit limit increase,1
TKT001965,CUST000973,2025-02-01,Fee complaint,1
TKT001966,CUST000974,2025-01-01,App/website login issue,1
TKT001967,CUST000974,2025-03-01,Card not working,1
TKT001968,CUST000974,2025-03-01,Billing dispute,1
TKT001969,CUST000974,2025-04-01,Requesting credit limit increase,1
TKT001970,CUST000974,2025-04-01,Rewards points issue,1
TKT001971,CUST000974,2025-04-01,Fraud concern,1
TKT001972,CUST000974,2025-05-01,Fraud concern,0
TKT001973,CUST000974,2025-05-01,App/website login issue,1
TKT001974,CUST000974,2025-06-01,Late payment inquiry,1
TKT001975,CUST000974,2025-07-01,Fee complaint,1
TKT001976,CUST000974,2025-08-01,Requesting card cancellation,1
TKT001977,CUST000974,2025-08-01,General inquiry,1
TKT001978,CUST000974,2025-08-01,Card not working,1
TKT001979,CUST000974,2025-10-01,Billing dispute,0
TKT001980,CUST000974,2025-10-01,Billing dispute,1
TKT001981,CUST000974,2025-11-01,Billing dispute,1
TKT001982,CUST000974,2025-12-01,Billing dispute,1
TKT001983,CUST000974,2025-12-01,Rewards points issue,1
TKT001984,CUST000975,2025-09-01,General inquiry,1
TKT001985,CUST000975,2025-11-01,Requesting card cancellation,1
TKT001986,CUST000978,2025-01-01,Requesting credit limit increase,0
TKT001987,CUST000978,2025-01-01,App/website login issue,0
TKT001988,CUST000978,2025-04-01,General inquiry,1
TKT001989,CUST000978,2025-04-01,Billing dispute,0
TKT001990,CUST000978,2025-05-01,Late payment inquiry,0
TKT001991,CUST000978,2025-06-01,Fee complaint,1
TKT001992,CUST000978,2025-06-01,Requesting card cancellation,0
TKT001993,CUST000978,2025-07-01,App/website login issue,1
TKT001994,CUST000978,2025-07-01,Fee complaint,1
TKT001995,CUST000978,2025-08-01,Card not working,1
TKT001996,CUST000978,2025-11-01,Billing dispute,1
TKT001997,CUST000978,2025-12-01,Card not working,1
TKT001998,CUST000978,2025-12-01,Requesting credit limit increase,1
TKT001999,CUST000981,2025-06-01,General inquiry,1
TKT002000,CUST000981,2025-06-01,Billing dispute,0
TKT002001,CUST000983,2025-04-01,Requesting card cancellation,1
TKT002002,CUST000983,2025-04-01,General inquiry,1
TKT002003,CUST000983,2025-04-01,App/website login issue,0
TKT002004,CUST000983,2025-04-01,Late payment inquiry,1
TKT002005,CUST000983,2025-04-01,Card not working,1
TKT002006,CUST000983,2025-06-01,Requesting card cancellation,1
TKT002007,CUST000984,2025-01-01,Late payment inquiry,1
TKT002008,CUST000984,2025-05-01,Rewards points issue,0
TKT002009,CUST000984,2025-05-01,Fee complaint,1
TKT002010,CUST000984,2025-06-01,Late payment inquiry,1
TKT002011,CUST000984,2025-06-01,Requesting credit limit increase,1
TKT002012,CUST000984,2025-06-01,General inquiry,1
TKT002013,CUST000984,2025-08-01,Fee complaint,1
TKT002014,CUST000984,2025-09-01,Billing dispute,1
TKT002015,CUST000984,2025-09-01,General inquiry,1
TKT002016,CUST000984,2025-10-01,Fee complaint,1
TKT002017,CUST000984,2025-12-01,Rewards points issue,1
TKT002018,CUST000988,2025-01-01,Late payment inquiry,1
TKT002019,CUST000988,2025-01-01,Requesting card cancellation,1
TKT002020,CUST000988,2025-02-01,Requesting card cancellation,1
TKT002021,CUST000988,2025-05-01,Billing dispute,1
TKT002022,CUST000988,2025-05-01,Billing dispute,1
TKT002023,CUST000989,2025-01-01,Card not working,1
TKT002024,CUST000989,2025-02-01,Fee complaint,1
TKT002025,CUST000989,2025-02-01,Billing dispute,0
TKT002026,CUST000995,2025-08-01,App/website login issue,1
TKT002027,CUST000996,2025-08-01,Fee complaint,1
TKT002028,CUST000996,2025-08-01,Billing dispute,1
TKT002029,CUST000996,2025-09-01,General inquiry,1
TKT002030,CUST000997,2025-01-01,App/website login issue,1
TKT002031,CUST000997,2025-02-01,Billing dispute,1
TKT002032,CUST000997,2025-02-01,Billing dispute,1
TKT002033,CUST000997,2025-04-01,Rewards points issue,1
TKT002034,CUST000997,2025-04-01,Fraud concern,1
TKT002035,CUST000997,2025-08-01,Requesting card cancellation,1
TKT002036,CUST000997,2025-08-01,Billing dispute,1
TKT002037,CUST000997,2025-11-01,App/website login issue,1
TKT002038,CUST000997,2025-11-01,Requesting card cancellation,1
TKT002039,CUST000997,2025-12-01,Rewards points issue,1
TKT002040,CUST000997,2025-12-01,Late payment inquiry,0
TKT002041,CUST001014,2025-04-01,Rewards points issue,1
TKT002042,CUST001014,2025-05-01,Fee complaint,1
TKT002043,CUST001015,2025-08-01,Requesting credit limit increase,1
TKT002044,CUST001015,2025-08-01,Rewards points issue,1
TKT002045,CUST001015,2025-09-01,Fee complaint,1
TKT002046,CUST001015,2025-09-01,Fee complaint,1
TKT002047,CUST001015,2025-09-01,Billing dispute,1
TKT002048,CUST001020,2025-09-01,App/website login issue,1
TKT002049,CUST001020,2025-10-01,Requesting credit limit increase,1
TKT002050,CUST001021,2025-01-01,Requesting card cancellation,0
TKT002051,CUST001021,2025-02-01,General inquiry,1
TKT002052,CUST001021,2025-04-01,App/website login issue,0
TKT002053,CUST001021,2025-05-01,General inquiry,1
TKT002054,CUST001021,2025-06-01,Late payment inquiry,1
TKT002055,CUST001021,2025-06-01,Requesting card cancellation,1
TKT002056,CUST001021,2025-07-01,Late payment inquiry,1
TKT002057,CUST001021,2025-07-01,Requesting credit limit increase,1
TKT002058,CUST001021,2025-08-01,Late payment inquiry,1
TKT002059,CUST001021,2025-10-01,App/website login issue,1
TKT002060,CUST001021,2025-12-01,Requesting credit limit increase,1
TKT002061,CUST001021,2025-12-01,App/website login issue,1
TKT002062,CUST001021,2025-12-01,Requesting card cancellation,1
TKT002063,CUST001023,2025-09-01,Fee complaint,1
TKT002064,CUST001023,2025-09-01,Late payment inquiry,1
TKT002065,CUST001023,2025-10-01,Card not working,1
TKT002066,CUST001023,2025-11-01,General inquiry,1
TKT002067,CUST001023,2025-11-01,Late payment inquiry,1
TKT002068,CUST001026,2025-05-01,Fraud concern,1
TKT002069,CUST001026,2025-05-01,Card not working,1
TKT002070,CUST001028,2025-08-01,General inquiry,1
TKT002071,CUST001028,2025-09-01,Requesting card cancellation,1
TKT002072,CUST001029,2025-01-01,Requesting credit limit increase,1
TKT002073,CUST001029,2025-02-01,General inquiry,1
TKT002074,CUST001033,2025-01-01,Late payment inquiry,1
TKT002075,CUST001033,2025-01-01,Requesting card cancellation,1
TKT002076,CUST001033,2025-02-01,Rewards points issue,0
TKT002077,CUST001033,2025-02-01,Rewards points issue,1
TKT002078,CUST001033,2025-03-01,Card not working,0
TKT002079,CUST001033,2025-04-01,Rewards points issue,0
TKT002080,CUST001033,2025-05-01,Rewards points issue,1
TKT002081,CUST001033,2025-05-01,Billing dispute,1
TKT002082,CUST001033,2025-06-01,Card not working,1
TKT002083,CUST001033,2025-07-01,Card not working,1
TKT002084,CUST001033,2025-07-01,Billing dispute,1
TKT002085,CUST001033,2025-07-01,Billing dispute,0
TKT002086,CUST001033,2025-12-01,Card not working,1
TKT002087,CUST001033,2025-12-01,Late payment inquiry,1
TKT002088,CUST001034,2025-08-01,Requesting card cancellation,1
TKT002089,CUST001034,2025-08-01,Requesting credit limit increase,1
TKT002090,CUST001039,2025-03-01,Billing dispute,0
TKT002091,CUST001039,2025-04-01,Late payment inquiry,1
TKT002092,CUST001039,2025-04-01,General inquiry,1
TKT002093,CUST001039,2025-05-01,Fee complaint,1
TKT002094,CUST001039,2025-05-01,Late payment inquiry,1
TKT002095,CUST001039,2025-05-01,Fraud concern,1
TKT002096,CUST001039,2025-06-01,Billing dispute,1
TKT002097,CUST001039,2025-09-01,Requesting credit limit increase,1
TKT002098,CUST001039,2025-10-01,Requesting credit limit increase,1
TKT002099,CUST001039,2025-10-01,Requesting card cancellation,1
TKT002100,CUST001044,2025-08-01,Late payment inquiry,1
TKT002101,CUST001044,2025-09-01,Requesting card cancellation,1
TKT002102,CUST001044,2025-09-01,General inquiry,1
TKT002103,CUST001044,2025-10-01,Fee complaint,1
TKT002104,CUST001045,2025-05-01,Requesting card cancellation,1
TKT002105,CUST001052,2025-08-01,Fraud concern,1
TKT002106,CUST001052,2025-08-01,Billing dispute,1
TKT002107,CUST001052,2025-09-01,General inquiry,0
TKT002108,CUST001052,2025-09-01,App/website login issue,1
TKT002109,CUST001061,2025-01-01,Rewards points issue,1
TKT002110,CUST001061,2025-01-01,Fee complaint,1
TKT002111,CUST001061,2025-02-01,Fee complaint,1
TKT002112,CUST001061,2025-07-01,Late payment inquiry,1
TKT002113,CUST001061,2025-08-01,App/website login issue,1
TKT002114,CUST001061,2025-08-01,Fee complaint,1
TKT002115,CUST001061,2025-09-01,Late payment inquiry,1
TKT002116,CUST001061,2025-10-01,App/website login issue,1
TKT002117,CUST001061,2025-11-01,Billing dispute,1
TKT002118,CUST001061,2025-12-01,General inquiry,1
TKT002119,CUST001061,2025-12-01,Fraud concern,1
TKT002120,CUST001065,2025-03-01,Billing dispute,1
TKT002121,CUST001065,2025-03-01,Fraud concern,1
TKT002122,CUST001068,2025-01-01,General inquiry,1
TKT002123,CUST001071,2025-05-01,Late payment inquiry,1
TKT002124,CUST001071,2025-05-01,Fraud concern,1
TKT002125,CUST001073,2025-08-01,Card not working,1
TKT002126,CUST001073,2025-08-01,Requesting card cancellation,1
TKT002127,CUST001078,2025-06-01,Fee complaint,1
TKT002128,CUST001078,2025-07-01,Card not working,1
TKT002129,CUST001078,2025-07-01,Card not working,1
TKT002130,CUST001079,2025-07-01,Late payment inquiry,1
TKT002131,CUST001079,2025-07-01,Billing dispute,0
TKT002132,CUST001079,2025-08-01,Requesting card cancellation,1
TKT002133,CUST001079,2025-09-01,Rewards points issue,1
TKT002134,CUST001082,2025-04-01,Requesting card cancellation,1
TKT002135,CUST001082,2025-05-01,App/website login issue,1
TKT002136,CUST001092,2025-01-01,App/website login issue,1
TKT002137,CUST001092,2025-01-01,App/website login issue,1
TKT002138,CUST001092,2025-03-01,Rewards points issue,1
TKT002139,CUST001092,2025-06-01,Fraud concern,0
TKT002140,CUST001092,2025-07-01,Requesting credit limit increase,1
TKT002141,CUST001092,2025-07-01,Requesting credit limit increase,1
TKT002142,CUST001092,2025-09-01,Billing dispute,1
TKT002143,CUST001092,2025-09-01,Rewards points issue,0
TKT002144,CUST001092,2025-09-01,App/website login issue,1
TKT002145,CUST001092,2025-10-01,General inquiry,1
TKT002146,CUST001092,2025-11-01,Billing dispute,1
TKT002147,CUST001092,2025-12-01,Late payment inquiry,1
TKT002148,CUST001092,2025-12-01,Billing dispute,0
TKT002149,CUST001094,2025-04-01,App/website login issue,1
TKT002150,CUST001094,2025-04-01,Card not working,1
TKT002151,CUST001094,2025-05-01,Requesting card cancellation,1
TKT002152,CUST001096,2025-01-01,Rewards points issue,1
TKT002153,CUST001096,2025-02-01,Late payment inquiry,1
TKT002154,CUST001096,2025-02-01,App/website login issue,1
TKT002155,CUST001096,2025-03-01,Late payment inquiry,1
TKT002156,CUST001096,2025-04-01,Card not working,1
TKT002157,CUST001096,2025-05-01,Fee complaint,1
TKT002158,CUST001096,2025-06-01,Billing dispute,1
TKT002159,CUST001096,2025-09-01,Rewards points issue,1
TKT002160,CUST001096,2025-09-01,Requesting card cancellation,1
